model_name,category,threshold_ratio,neighborhood,mean_model_num_peaks
deepgazeiie,Action,0.7,15,6.171428571428572
deepgazeiie,Affective,0.7,15,6.571428571428571
deepgazeiie,Art,0.7,15,8.857142857142858
deepgazeiie,BlackWhite,0.7,15,6.857142857142857
deepgazeiie,Cartoon,0.7,15,8.4
deepgazeiie,Fractal,0.7,15,6.9714285714285715
deepgazeiie,Indoor,0.7,15,8.457142857142857
deepgazeiie,Inverted,0.7,15,8.057142857142857
deepgazeiie,Jumbled,0.7,15,8.4
deepgazeiie,LineDrawing,0.7,15,7.6571428571428575
deepgazeiie,LowResolution,0.7,15,6.685714285714286
deepgazeiie,Noisy,0.7,15,8.057142857142857
deepgazeiie,Object,0.7,15,7.371428571428571
deepgazeiie,OutdoorManMade,0.7,15,7.2
deepgazeiie,OutdoorNatural,0.7,15,9.542857142857143
deepgazeiie,Pattern,0.7,15,11.771428571428572
deepgazeiie,Random,0.7,15,8.17142857142857
deepgazeiie,Satelite,0.7,15,10.057142857142857
deepgazeiie,Sketch,0.7,15,6.857142857142857
deepgazeiie,Social,0.7,15,6.9714285714285715
samresnet,Action,0.7,15,50.44
samresnet,Affective,0.7,15,53.5
samresnet,Art,0.7,15,71.07
samresnet,BlackWhite,0.7,15,63.07
samresnet,Cartoon,0.7,15,75.42
samresnet,Fractal,0.7,15,85.26
samresnet,Indoor,0.7,15,82.77
samresnet,Inverted,0.7,15,89.41
samresnet,Jumbled,0.7,15,76.21
samresnet,LineDrawing,0.7,15,83.6
samresnet,LowResolution,0.7,15,82.42
samresnet,Noisy,0.7,15,78.58
samresnet,Object,0.7,15,69.55
samresnet,OutdoorManMade,0.7,15,74.94
samresnet,OutdoorNatural,0.7,15,66.51
samresnet,Pattern,0.7,15,80.99
samresnet,Random,0.7,15,72.13
samresnet,Satelite,0.7,15,88.73
samresnet,Sketch,0.7,15,65.68
samresnet,Social,0.7,15,40.33
