model_name,category,threshold_ratio,neighborhood,mean_model_num_peaks
deepgazeiie,Action,0.6,35,7.2
deepgazeiie,Affective,0.6,35,7.428571428571429
deepgazeiie,Art,0.6,35,10.628571428571428
deepgazeiie,BlackWhite,0.6,35,7.6
deepgazeiie,Cartoon,0.6,35,10.4
deepgazeiie,Fractal,0.6,35,8.914285714285715
deepgazeiie,Indoor,0.6,35,10.514285714285714
deepgazeiie,Inverted,0.6,35,9.714285714285714
deepgazeiie,Jumbled,0.6,35,9.257142857142858
deepgazeiie,LineDrawing,0.6,35,9.371428571428572
deepgazeiie,LowResolution,0.6,35,8.685714285714285
deepgazeiie,Noisy,0.6,35,9.371428571428572
deepgazeiie,Object,0.6,35,9.142857142857142
deepgazeiie,OutdoorManMade,0.6,35,8.971428571428572
deepgazeiie,OutdoorNatural,0.6,35,11.142857142857142
deepgazeiie,Pattern,0.6,35,14.114285714285714
deepgazeiie,Random,0.6,35,9.085714285714285
deepgazeiie,Satelite,0.6,35,11.2
deepgazeiie,Sketch,0.6,35,8.057142857142857
deepgazeiie,Social,0.6,35,8.228571428571428
samresnet,Action,0.6,35,50.44
samresnet,Affective,0.6,35,53.5
samresnet,Art,0.6,35,71.07
samresnet,BlackWhite,0.6,35,63.07
samresnet,Cartoon,0.6,35,75.42
samresnet,Fractal,0.6,35,85.26
samresnet,Indoor,0.6,35,82.77
samresnet,Inverted,0.6,35,89.41
samresnet,Jumbled,0.6,35,76.21
samresnet,LineDrawing,0.6,35,83.6
samresnet,LowResolution,0.6,35,82.42
samresnet,Noisy,0.6,35,78.58
samresnet,Object,0.6,35,69.55
samresnet,OutdoorManMade,0.6,35,74.94
samresnet,OutdoorNatural,0.6,35,66.51
samresnet,Pattern,0.6,35,80.99
samresnet,Random,0.6,35,72.13
samresnet,Satelite,0.6,35,88.73
samresnet,Sketch,0.6,35,65.68
samresnet,Social,0.6,35,40.33
