model_name,category,threshold_ratio,neighborhood,mean_model_num_peaks
deepgazeiie,Action,0.5,25,9.028571428571428
deepgazeiie,Affective,0.5,25,8.8
deepgazeiie,Art,0.5,25,14.4
deepgazeiie,BlackWhite,0.5,25,9.371428571428572
deepgazeiie,Cartoon,0.5,25,12.114285714285714
deepgazeiie,Fractal,0.5,25,12.228571428571428
deepgazeiie,Indoor,0.5,25,12.8
deepgazeiie,Inverted,0.5,25,11.885714285714286
deepgazeiie,Jumbled,0.5,25,13.142857142857142
deepgazeiie,LineDrawing,0.5,25,12.0
deepgazeiie,LowResolution,0.5,25,10.17142857142857
deepgazeiie,Noisy,0.5,25,11.885714285714286
deepgazeiie,Object,0.5,25,11.314285714285715
deepgazeiie,OutdoorManMade,0.5,25,10.857142857142858
deepgazeiie,OutdoorNatural,0.5,25,13.714285714285714
deepgazeiie,Pattern,0.5,25,18.17142857142857
deepgazeiie,Random,0.5,25,10.4
deepgazeiie,Satelite,0.5,25,14.742857142857142
deepgazeiie,Sketch,0.5,25,10.971428571428572
deepgazeiie,Social,0.5,25,10.285714285714286
samresnet,Action,0.5,25,50.44
samresnet,Affective,0.5,25,53.5
samresnet,Art,0.5,25,71.07
samresnet,BlackWhite,0.5,25,63.07
samresnet,Cartoon,0.5,25,75.42
samresnet,Fractal,0.5,25,85.26
samresnet,Indoor,0.5,25,82.77
samresnet,Inverted,0.5,25,89.41
samresnet,Jumbled,0.5,25,76.21
samresnet,LineDrawing,0.5,25,83.6
samresnet,LowResolution,0.5,25,82.42
samresnet,Noisy,0.5,25,78.58
samresnet,Object,0.5,25,69.55
samresnet,OutdoorManMade,0.5,25,74.94
samresnet,OutdoorNatural,0.5,25,66.51
samresnet,Pattern,0.5,25,80.99
samresnet,Random,0.5,25,72.13
samresnet,Satelite,0.5,25,88.73
samresnet,Sketch,0.5,25,65.68
samresnet,Social,0.5,25,40.33
