model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.6,35,4.085714285714285
deepgazeiie,Affective,0.6,35,4.171428571428572
deepgazeiie,Art,0.6,35,8.057142857142857
deepgazeiie,BlackWhite,0.6,35,4.228571428571429
deepgazeiie,Cartoon,0.6,35,6.085714285714285
deepgazeiie,Fractal,0.6,35,6.142857142857143
deepgazeiie,Indoor,0.6,35,7.485714285714286
deepgazeiie,Inverted,0.6,35,6.942857142857143
deepgazeiie,Jumbled,0.6,35,5.9714285714285715
deepgazeiie,LineDrawing,0.6,35,6.285714285714286
deepgazeiie,LowResolution,0.6,35,6.057142857142857
deepgazeiie,Noisy,0.6,35,6.0
deepgazeiie,Object,0.6,35,5.457142857142857
deepgazeiie,OutdoorManMade,0.6,35,5.828571428571428
deepgazeiie,OutdoorNatural,0.6,35,7.828571428571428
deepgazeiie,Pattern,0.6,35,11.085714285714285
deepgazeiie,Random,0.6,35,5.4
deepgazeiie,Satelite,0.6,35,8.514285714285714
deepgazeiie,Sketch,0.6,35,4.914285714285715
deepgazeiie,Social,0.6,35,4.457142857142857
samresnet,Action,0.6,35,48.26
samresnet,Affective,0.6,35,51.25
samresnet,Art,0.6,35,68.05
samresnet,BlackWhite,0.6,35,60.51
samresnet,Cartoon,0.6,35,72.58
samresnet,Fractal,0.6,35,83.38
samresnet,Indoor,0.6,35,79.11
samresnet,Inverted,0.6,35,86.14
samresnet,Jumbled,0.6,35,73.19
samresnet,LineDrawing,0.6,35,80.96
samresnet,LowResolution,0.6,35,80.01
samresnet,Noisy,0.6,35,75.72
samresnet,Object,0.6,35,66.68
samresnet,OutdoorManMade,0.6,35,72.77
samresnet,OutdoorNatural,0.6,35,64.02
samresnet,Pattern,0.6,35,78.27
samresnet,Random,0.6,35,69.37
samresnet,Satelite,0.6,35,86.3
samresnet,Sketch,0.6,35,62.91
samresnet,Social,0.6,35,38.28
