model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.7,15,3.057142857142857
deepgazeiie,Affective,0.7,15,3.142857142857143
deepgazeiie,Art,0.7,15,6.628571428571429
deepgazeiie,BlackWhite,0.7,15,3.4857142857142858
deepgazeiie,Cartoon,0.7,15,4.542857142857143
deepgazeiie,Fractal,0.7,15,4.257142857142857
deepgazeiie,Indoor,0.7,15,5.6571428571428575
deepgazeiie,Inverted,0.7,15,5.571428571428571
deepgazeiie,Jumbled,0.7,15,5.285714285714286
deepgazeiie,LineDrawing,0.7,15,5.085714285714285
deepgazeiie,LowResolution,0.7,15,4.114285714285714
deepgazeiie,Noisy,0.7,15,4.685714285714286
deepgazeiie,Object,0.7,15,3.914285714285714
deepgazeiie,OutdoorManMade,0.7,15,4.3428571428571425
deepgazeiie,OutdoorNatural,0.7,15,6.3428571428571425
deepgazeiie,Pattern,0.7,15,8.8
deepgazeiie,Random,0.7,15,4.885714285714286
deepgazeiie,Satelite,0.7,15,7.485714285714286
deepgazeiie,Sketch,0.7,15,3.8857142857142857
deepgazeiie,Social,0.7,15,3.657142857142857
samresnet,Action,0.7,15,48.26
samresnet,Affective,0.7,15,51.25
samresnet,Art,0.7,15,68.05
samresnet,BlackWhite,0.7,15,60.51
samresnet,Cartoon,0.7,15,72.58
samresnet,Fractal,0.7,15,83.38
samresnet,Indoor,0.7,15,79.11
samresnet,Inverted,0.7,15,86.14
samresnet,Jumbled,0.7,15,73.19
samresnet,LineDrawing,0.7,15,80.96
samresnet,LowResolution,0.7,15,80.01
samresnet,Noisy,0.7,15,75.72
samresnet,Object,0.7,15,66.68
samresnet,OutdoorManMade,0.7,15,72.77
samresnet,OutdoorNatural,0.7,15,64.02
samresnet,Pattern,0.7,15,78.27
samresnet,Random,0.7,15,69.37
samresnet,Satelite,0.7,15,86.3
samresnet,Sketch,0.7,15,62.91
samresnet,Social,0.7,15,38.28
