model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.5,25,5.914285714285715
deepgazeiie,Affective,0.5,25,5.542857142857143
deepgazeiie,Art,0.5,25,11.028571428571428
deepgazeiie,BlackWhite,0.5,25,5.942857142857143
deepgazeiie,Cartoon,0.5,25,7.8
deepgazeiie,Fractal,0.5,25,9.4
deepgazeiie,Indoor,0.5,25,9.257142857142858
deepgazeiie,Inverted,0.5,25,8.82857142857143
deepgazeiie,Jumbled,0.5,25,9.8
deepgazeiie,LineDrawing,0.5,25,8.8
deepgazeiie,LowResolution,0.5,25,7.542857142857143
deepgazeiie,Noisy,0.5,25,8.514285714285714
deepgazeiie,Object,0.5,25,7.228571428571429
deepgazeiie,OutdoorManMade,0.5,25,7.085714285714285
deepgazeiie,OutdoorNatural,0.5,25,10.342857142857143
deepgazeiie,Pattern,0.5,25,15.085714285714285
deepgazeiie,Random,0.5,25,6.714285714285714
deepgazeiie,Satelite,0.5,25,12.0
deepgazeiie,Sketch,0.5,25,7.257142857142857
deepgazeiie,Social,0.5,25,6.3428571428571425
samresnet,Action,0.5,25,48.26
samresnet,Affective,0.5,25,51.25
samresnet,Art,0.5,25,68.05
samresnet,BlackWhite,0.5,25,60.51
samresnet,Cartoon,0.5,25,72.58
samresnet,Fractal,0.5,25,83.38
samresnet,Indoor,0.5,25,79.11
samresnet,Inverted,0.5,25,86.14
samresnet,Jumbled,0.5,25,73.19
samresnet,LineDrawing,0.5,25,80.96
samresnet,LowResolution,0.5,25,80.01
samresnet,Noisy,0.5,25,75.72
samresnet,Object,0.5,25,66.68
samresnet,OutdoorManMade,0.5,25,72.77
samresnet,OutdoorNatural,0.5,25,64.02
samresnet,Pattern,0.5,25,78.27
samresnet,Random,0.5,25,69.37
samresnet,Satelite,0.5,25,86.3
samresnet,Sketch,0.5,25,62.91
samresnet,Social,0.5,25,38.28
