model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.7,35,3.057142857142857
deepgazeiie,Affective,0.7,35,3.3142857142857145
deepgazeiie,Art,0.7,35,6.457142857142857
deepgazeiie,BlackWhite,0.7,35,3.4285714285714284
deepgazeiie,Cartoon,0.7,35,4.257142857142857
deepgazeiie,Fractal,0.7,35,4.142857142857143
deepgazeiie,Indoor,0.7,35,5.542857142857143
deepgazeiie,Inverted,0.7,35,5.171428571428572
deepgazeiie,Jumbled,0.7,35,5.0
deepgazeiie,LineDrawing,0.7,35,5.142857142857143
deepgazeiie,LowResolution,0.7,35,3.942857142857143
deepgazeiie,Noisy,0.7,35,4.628571428571429
deepgazeiie,Object,0.7,35,3.5142857142857142
deepgazeiie,OutdoorManMade,0.7,35,4.285714285714286
deepgazeiie,OutdoorNatural,0.7,35,5.771428571428571
deepgazeiie,Pattern,0.7,35,8.4
deepgazeiie,Random,0.7,35,4.485714285714286
deepgazeiie,Satelite,0.7,35,7.0285714285714285
deepgazeiie,Sketch,0.7,35,3.6
deepgazeiie,Social,0.7,35,3.5428571428571427
samresnet,Action,0.7,35,48.26
samresnet,Affective,0.7,35,51.25
samresnet,Art,0.7,35,68.05
samresnet,BlackWhite,0.7,35,60.51
samresnet,Cartoon,0.7,35,72.58
samresnet,Fractal,0.7,35,83.38
samresnet,Indoor,0.7,35,79.11
samresnet,Inverted,0.7,35,86.14
samresnet,Jumbled,0.7,35,73.19
samresnet,LineDrawing,0.7,35,80.96
samresnet,LowResolution,0.7,35,80.01
samresnet,Noisy,0.7,35,75.72
samresnet,Object,0.7,35,66.68
samresnet,OutdoorManMade,0.7,35,72.77
samresnet,OutdoorNatural,0.7,35,64.02
samresnet,Pattern,0.7,35,78.27
samresnet,Random,0.7,35,69.37
samresnet,Satelite,0.7,35,86.3
samresnet,Sketch,0.7,35,62.91
samresnet,Social,0.7,35,38.28
