model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.5,15,5.914285714285715
deepgazeiie,Affective,0.5,15,5.428571428571429
deepgazeiie,Art,0.5,15,11.82857142857143
deepgazeiie,BlackWhite,0.5,15,6.171428571428572
deepgazeiie,Cartoon,0.5,15,8.085714285714285
deepgazeiie,Fractal,0.5,15,9.885714285714286
deepgazeiie,Indoor,0.5,15,9.542857142857143
deepgazeiie,Inverted,0.5,15,9.17142857142857
deepgazeiie,Jumbled,0.5,15,10.485714285714286
deepgazeiie,LineDrawing,0.5,15,8.971428571428572
deepgazeiie,LowResolution,0.5,15,7.942857142857143
deepgazeiie,Noisy,0.5,15,8.571428571428571
deepgazeiie,Object,0.5,15,7.8
deepgazeiie,OutdoorManMade,0.5,15,7.2
deepgazeiie,OutdoorNatural,0.5,15,11.257142857142858
deepgazeiie,Pattern,0.5,15,15.314285714285715
deepgazeiie,Random,0.5,15,7.114285714285714
deepgazeiie,Satelite,0.5,15,12.571428571428571
deepgazeiie,Sketch,0.5,15,7.485714285714286
deepgazeiie,Social,0.5,15,6.4
samresnet,Action,0.5,15,48.26
samresnet,Affective,0.5,15,51.25
samresnet,Art,0.5,15,68.05
samresnet,BlackWhite,0.5,15,60.51
samresnet,Cartoon,0.5,15,72.58
samresnet,Fractal,0.5,15,83.38
samresnet,Indoor,0.5,15,79.11
samresnet,Inverted,0.5,15,86.14
samresnet,Jumbled,0.5,15,73.19
samresnet,LineDrawing,0.5,15,80.96
samresnet,LowResolution,0.5,15,80.01
samresnet,Noisy,0.5,15,75.72
samresnet,Object,0.5,15,66.68
samresnet,OutdoorManMade,0.5,15,72.77
samresnet,OutdoorNatural,0.5,15,64.02
samresnet,Pattern,0.5,15,78.27
samresnet,Random,0.5,15,69.37
samresnet,Satelite,0.5,15,86.3
samresnet,Sketch,0.5,15,62.91
samresnet,Social,0.5,15,38.28
