model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.7,25,3.057142857142857
deepgazeiie,Affective,0.7,25,3.3142857142857145
deepgazeiie,Art,0.7,25,6.457142857142857
deepgazeiie,BlackWhite,0.7,25,3.4857142857142858
deepgazeiie,Cartoon,0.7,25,4.371428571428571
deepgazeiie,Fractal,0.7,25,4.142857142857143
deepgazeiie,Indoor,0.7,25,5.542857142857143
deepgazeiie,Inverted,0.7,25,5.285714285714286
deepgazeiie,Jumbled,0.7,25,5.114285714285714
deepgazeiie,LineDrawing,0.7,25,5.142857142857143
deepgazeiie,LowResolution,0.7,25,3.942857142857143
deepgazeiie,Noisy,0.7,25,4.628571428571429
deepgazeiie,Object,0.7,25,3.6285714285714286
deepgazeiie,OutdoorManMade,0.7,25,4.3428571428571425
deepgazeiie,OutdoorNatural,0.7,25,5.942857142857143
deepgazeiie,Pattern,0.7,25,8.571428571428571
deepgazeiie,Random,0.7,25,4.485714285714286
deepgazeiie,Satelite,0.7,25,7.142857142857143
deepgazeiie,Sketch,0.7,25,3.7714285714285714
deepgazeiie,Social,0.7,25,3.657142857142857
samresnet,Action,0.7,25,48.26
samresnet,Affective,0.7,25,51.25
samresnet,Art,0.7,25,68.05
samresnet,BlackWhite,0.7,25,60.51
samresnet,Cartoon,0.7,25,72.58
samresnet,Fractal,0.7,25,83.38
samresnet,Indoor,0.7,25,79.11
samresnet,Inverted,0.7,25,86.14
samresnet,Jumbled,0.7,25,73.19
samresnet,LineDrawing,0.7,25,80.96
samresnet,LowResolution,0.7,25,80.01
samresnet,Noisy,0.7,25,75.72
samresnet,Object,0.7,25,66.68
samresnet,OutdoorManMade,0.7,25,72.77
samresnet,OutdoorNatural,0.7,25,64.02
samresnet,Pattern,0.7,25,78.27
samresnet,Random,0.7,25,69.37
samresnet,Satelite,0.7,25,86.3
samresnet,Sketch,0.7,25,62.91
samresnet,Social,0.7,25,38.28
