model_name,category,threshold_ratio,neighborhood,mean_delta_num_peaks
deepgazeiie,Action,0.6,15,4.085714285714285
deepgazeiie,Affective,0.6,15,4.0
deepgazeiie,Art,0.6,15,8.457142857142857
deepgazeiie,BlackWhite,0.6,15,4.514285714285714
deepgazeiie,Cartoon,0.6,15,6.371428571428571
deepgazeiie,Fractal,0.6,15,6.257142857142857
deepgazeiie,Indoor,0.6,15,7.885714285714286
deepgazeiie,Inverted,0.6,15,7.3428571428571425
deepgazeiie,Jumbled,0.6,15,6.428571428571429
deepgazeiie,LineDrawing,0.6,15,6.285714285714286
deepgazeiie,LowResolution,0.6,15,6.3428571428571425
deepgazeiie,Noisy,0.6,15,6.057142857142857
deepgazeiie,Object,0.6,15,5.857142857142857
deepgazeiie,OutdoorManMade,0.6,15,5.885714285714286
deepgazeiie,OutdoorNatural,0.6,15,8.742857142857142
deepgazeiie,Pattern,0.6,15,11.485714285714286
deepgazeiie,Random,0.6,15,5.9714285714285715
deepgazeiie,Satelite,0.6,15,9.314285714285715
deepgazeiie,Sketch,0.6,15,5.2
deepgazeiie,Social,0.6,15,4.628571428571429
samresnet,Action,0.6,15,48.26
samresnet,Affective,0.6,15,51.25
samresnet,Art,0.6,15,68.05
samresnet,BlackWhite,0.6,15,60.51
samresnet,Cartoon,0.6,15,72.58
samresnet,Fractal,0.6,15,83.38
samresnet,Indoor,0.6,15,79.11
samresnet,Inverted,0.6,15,86.14
samresnet,Jumbled,0.6,15,73.19
samresnet,LineDrawing,0.6,15,80.96
samresnet,LowResolution,0.6,15,80.01
samresnet,Noisy,0.6,15,75.72
samresnet,Object,0.6,15,66.68
samresnet,OutdoorManMade,0.6,15,72.77
samresnet,OutdoorNatural,0.6,15,64.02
samresnet,Pattern,0.6,15,78.27
samresnet,Random,0.6,15,69.37
samresnet,Satelite,0.6,15,86.3
samresnet,Sketch,0.6,15,62.91
samresnet,Social,0.6,15,38.28
